serial_no,race,education,income,gender,age,relationship
0936506,47,11,000000,1,36,01
0936506,47,04,000000,1,15,03
0936506,47,04,,2,14,03
0936506,47,04,000000,2,41,19
0936540,47,09,019800,2,36,01
0936540,47,07,000000,1,17,03
0936540,47,05,000500,1,16,03
0936540,47,04,,2,14,03
0936573,47,09,010000,1,33,22
0936608,47,13,070000,1,45,01
0936608,47,11,017000,2,45,02
0936608,47,11,007000,2,20,03
0936646,47,09,050000,2,63,01
0936646,47,11,038000,1,48,21
0936677,47,11,036000,2,52,01
0936717,47,10,030000,1,59,01
0936717,47,04,000000,2,58,02
0936717,47,03,,2,12,08
0936729,47,05,000000,1,78,01
0936781,37,09,000000,2,69,01
0936849,47,14,000000,1,63,01
0936849,47,09,000000,2,60,02
0936849,47,06,001500,1,16,03
0936861,37,10,035500,1,44,01
0936861,37,12,025000,2,44,02
0936861,37,12,015000,2,23,04
0936861,37,07,000400,1,17,04
0936876,47,09,017400,2,61,01
0936998,37,08,012900,2,26,01
0936998,37,02,,2,09,03
0936998,37,02,,2,06,03
0936998,37,00,,2,02,03
0937150,47,03,000000,2,93,01
0937158,47,14,069000,1,62,01
0937158,47,15,046300,2,58,02
0937166,47,10,051000,1,40,01
0937166,47,07,013100,2,39,02
0937166,47,09,010600,2,18,03
0937166,47,06,004000,2,17,03
0937190,47,10,011500,2,65,01
0937190,47,08,000000,2,40,03
0937250,47,06,000000,1,72,01
0937250,47,06,000000,2,77,02
0937344,47,11,013000,1,52,01
0937344,47,13,000000,2,50,02
0937344,47,09,000580,1,19,03
0937344,47,10,000800,2,20,04
0937344,47,00,,1,01,08
0937361,47,11,001700,1,74,01
0937361,47,07,000000,2,79,02
0937368,37,11,028000,1,37,01
0937368,37,10,010000,2,34,02
0937368,37,03,,1,12,03
0937368,37,02,,2,09,03
0937371,37,12,015000,1,50,01
0937371,37,09,008000,2,49,02
0937371,37,03,,1,10,03
0937414,47,14,092000,1,56,01
0937414,47,14,032400,2,57,02
0937435,59,09,017700,2,37,01
0937435,59,03,,1,11,03
0937435,59,02,,2,08,03
0937477,47,14,018000,1,71,01
0937477,47,11,000000,2,51,02
0937477,47,13,003000,1,29,03
0937477,47,11,003900,1,27,03
0937500,37,11,000000,1,67,01
0937500,37,10,000000,2,64,02
0937500,37,09,007200,1,46,05
0937536,47,14,055000,1,60,01
0937536,47,13,059000,2,58,02
0937564,47,09,000000,1,64,01
0937564,47,10,009100,2,57,19
0937583,47,09,037000,1,42,01
0937583,47,13,034900,2,35,02
0937595,47,05,000000,2,73,01
0937700,47,11,001200,1,20,23
0937720,47,09,000000,1,39,01
0937720,47,04,014500,2,36,02
0937720,47,04,,1,13,03
0937720,47,02,,1,09,03
0937720,47,02,,1,06,03
0937807,47,09,010000,1,37,01
0937807,47,01,,2,03,03
0937807,47,00,,2,00,03
0937807,47,09,000000,2,26,18
0937814,47,10,010000,1,19,23
0937825,47,10,040000,2,45,01
0937825,56,07,004800,1,17,03
0937825,37,13,024000,2,25,17
0937901,47,13,099000,1,50,01
0937901,47,13,008300,2,37,02
0937901,47,02,,1,10,03
0937901,47,02,,2,07,03
0937907,47,11,043000,1,51,01
0937960,47,13,000000,1,59,01
0937960,47,13,109000,2,47,02
0937960,47,07,002300,1,18,03
0937960,47,05,000000,2,15,03
0938030,47,09,000000,1,20,23
0938033,47,14,109000,1,38,01
0938033,47,13,000000,2,37,02
0938033,47,01,,2,04,03
0938066,47,10,026000,1,27,22
0938112,47,09,000000,1,58,01
0938112,47,11,030000,2,57,02
0938150,47,14,075000,1,51,01
0938150,47,10,050000,2,52,02
0938169,47,15,075000,1,52,01
0938225,47,02,000000,1,82,01
0938225,47,04,000000,2,59,03
0938244,47,13,038000,2,30,01
0938248,47,06,035000,1,41,01
0938248,47,09,007000,2,41,02
0938248,47,07,001500,1,18,03
0938248,47,02,,2,09,03
0938309,47,06,000000,2,69,01
0938312,47,03,000000,1,85,01
0938430,47,04,000000,1,81,01
0938430,47,06,000000,2,75,02
0938437,37,09,007800,1,24,22
0938488,47,13,013500,1,23,01
0938545,47,14,004000,2,48,01
0938545,47,15,319000,1,47,02
0938545,20,01,,2,05,04
0938545,20,01,,2,05,04
0938547,47,05,039000,1,53,01
0938547,47,09,000000,2,51,02
0938547,47,06,,2,13,03
0938547,47,03,000000,2,80,09
0938586,47,14,080000,1,40,01
0938586,47,13,050000,2,40,02
0938586,47,03,,2,12,03
0938586,47,02,,1,09,03
0938595,47,04,050000,1,58,01
0938595,47,06,000000,2,59,02
0938605,47,13,135000,1,37,01
0938605,47,13,035000,2,29,02
0938605,47,00,,1,02,03
0938656,37,04,017000,1,64,01
0938656,37,07,000000,2,65,02
0938656,37,09,000000,1,34,03
0938656,37,07,000000,1,21,08
0938656,37,03,,1,13,08
0938684,47,04,000000,1,73,01
0938768,37,04,000000,1,15,22
0938789,47,03,000000,1,58,01
0938789,47,05,044500,2,56,02
0938796,47,15,000000,1,40,01
0938796,47,14,000000,2,39,02
0938796,47,04,,1,14,03
0938796,47,03,,2,11,03
0938796,47,02,,1,07,03
0938873,47,11,047000,1,50,01
0938873,47,15,047000,2,49,02
0938873,47,13,010400,1,22,03
0938945,47,04,000000,2,77,01
0938945,47,04,023000,1,51,03
0939035,37,09,018000,1,39,01
0939035,37,09,017000,2,51,18
0939036,47,07,029400,1,52,01
0939036,47,09,000000,2,49,02
0939096,47,09,003400,1,62,01
0939096,47,09,010400,2,59,02
0939107,47,16,012000,1,76,01
0939107,47,16,055000,2,75,02
0939119,47,13,063000,1,37,01
0939119,47,14,048000,2,38,02
0939119,47,01,,2,04,03
0939119,47,00,,1,02,03
0939168,37,09,026500,2,28,01
0939171,47,07,000000,1,67,01
0939171,47,09,000000,2,64,02
0939171,47,09,026900,1,45,03
0939171,47,04,000000,2,83,09
0939268,37,11,054000,1,40,01
0939268,37,11,025000,2,40,02
0939268,37,11,026500,1,21,03
0939311,47,11,030000,1,30,01
0939311,47,02,,2,07,03
0939312,47,11,025000,1,30,01
0939312,47,09,024000,2,28,02
0939413,48,13,036000,2,39,01
0939413,48,13,020800,1,43,02
0939413,48,01,,1,03,03
0939438,47,10,013000,2,48,01
0939454,47,11,079000,2,48,01
0939511,47,09,000000,1,58,01
0939511,47,09,024000,2,57,02
0939537,47,09,019700,1,49,01
0939537,47,09,000000,1,18,03
0939537,47,05,000000,1,16,03
0939537,47,04,,1,14,03
0939537,47,07,001400,2,18,21
0939570,47,13,065000,1,50,01
0939570,47,10,009000,2,49,02
0939680,47,09,024400,1,52,01
0939680,47,09,029600,2,54,02
0939690,47,13,084000,1,48,01
0939699,37,12,039100,1,35,01
0939699,37,11,000000,2,29,02
0939699,37,02,,1,09,04
0939726,37,13,011100,2,26,01
0939726,37,13,003000,2,29,18
0939726,47,13,001300,2,26,18
0939837,47,09,012000,1,46,01
0939837,47,00,,1,02,03
0939837,47,02,,2,10,05
0939837,47,01,,1,04,05
0939837,47,08,000000,2,31,19
0939851,37,09,031000,2,37,01
0939851,37,09,031000,1,38,06
0939860,47,01,000000,2,52,22
0940150,47,10,000000,1,75,01
0940159,47,06,000000,1,69,01
0940159,47,09,000000,2,67,02
0940192,37,09,042000,1,28,01
0940192,37,12,023000,2,30,02
0940253,37,14,041800,1,32,22
0940254,47,09,035400,1,29,01
0940254,47,09,000000,2,33,02
0940254,47,02,,1,07,03
0940254,47,01,,1,05,03
0940255,47,11,066000,1,37,01
0940255,47,11,000000,2,37,02
0940255,47,06,001300,2,17,03
0940255,47,02,,2,11,03
0940372,47,09,002000,1,21,01
0940372,47,11,008500,1,21,18
0940392,37,03,011800,2,62,01
0940427,37,10,035600,1,39,01
0940427,37,07,000000,2,17,03
0940432,47,09,000000,2,69,01
0940463,47,13,068000,1,39,01
0940463,47,12,033500,2,39,02
0940482,47,13,000000,1,48,01
0940482,47,13,000000,2,52,02
0940490,47,13,032000,2,38,01
0940499,47,10,050000,1,48,01
0940499,47,04,007800,1,27,03
0940504,47,10,000000,1,47,01
0940504,47,09,019300,2,42,02
0940514,47,03,030000,1,64,01
0940514,47,09,000000,2,60,02
0940514,47,06,026000,1,34,03
0940514,47,09,001600,2,23,08
0940514,47,00,,1,01,08
0940525,37,13,023000,2,44,01
0940525,37,07,000000,1,18,03
0940525,37,05,000000,2,15,03
0940525,37,04,,1,13,03
0940552,47,13,090000,1,42,01
0940552,47,13,065000,2,39,02
0940673,47,09,033500,1,62,01
0940678,37,09,025000,2,46,01
0940678,37,03,,1,12,03
0940678,37,02,,2,10,03
0940697,47,09,000000,1,84,01
0940697,47,08,000000,2,79,02
0940798,47,13,091000,1,58,01
0940849,47,04,000000,2,93,22
0940863,37,02,021000,1,47,01
0940871,47,13,046000,1,29,01
0940871,47,13,046000,2,28,02
0940939,47,09,060000,2,34,01
0940939,47,02,,2,08,03
0940939,47,02,,1,06,04
0940939,47,09,035000,1,27,19
0941224,47,11,004500,1,18,23
0941243,47,09,045000,1,47,01
0941243,47,10,030000,2,46,02
0941252,47,07,052000,1,57,01
0941252,47,07,013000,2,52,02
0941252,47,09,026000,1,35,03
0941331,47,10,000000,1,73,01
0941331,47,13,000000,2,71,02
0941531,47,11,016800,2,72,01
0941534,47,11,010400,1,78,01
0941534,47,10,000000,2,80,02
0941569,47,02,000000,1,61,01
0941569,47,09,000200,1,21,03
0941571,37,09,030000,2,54,01
0941571,37,02,,1,05,13
0941578,47,09,026100,1,38,01
0941578,47,13,000000,2,40,02
0941578,47,03,,1,10,03
0941578,47,02,,2,08,03
0941585,47,11,046900,1,43,01
0941585,47,10,003800,2,41,02
0941590,37,08,000000,2,22,01
0941590,37,01,,1,05,03
0941590,37,01,,2,04,03
0941601,47,09,039000,1,50,01
0941601,47,13,000000,2,48,02
0941601,47,05,000000,2,16,03
0941603,47,14,067000,1,37,01
0941611,66,10,026000,1,41,01
0941611,47,09,000000,2,41,02
0941669,37,06,000000,1,59,01
0941669,37,05,000000,2,53,02
0941669,37,07,003800,2,21,08
0941711,62,16,070000,1,36,01
0941711,20,16,030000,2,37,02
0941711,20,02,,2,10,03
0941711,20,02,,2,03,03
0941725,47,16,118000,1,47,01
0941728,47,10,000330,2,18,23
0941746,37,05,007000,1,32,22
0941748,47,09,050000,1,67,01
0941748,47,13,039300,2,58,02
0941748,47,10,010000,1,27,03
0941748,47,09,000000,2,27,03
0941799,47,11,012000,2,21,01
0941799,47,11,012000,1,21,19
0941831,47,05,021000,2,69,01
0941886,47,09,000000,1,66,01
0941886,47,09,000000,2,63,02
0941886,47,09,030300,1,42,03
0941886,47,09,022000,1,33,03
0941886,47,09,040000,1,27,03
0941908,47,11,000000,1,67,01
0941908,47,09,000000,2,61,02
0941942,47,09,000000,1,77,01
0941942,47,14,090000,2,51,02
0941963,47,13,000000,2,93,01
0942017,47,13,028800,1,43,01
0942017,47,14,038000,2,40,02
0942017,47,03,,1,13,03
0942017,47,02,,2,08,03
0942017,47,01,,2,04,03
0942070,47,04,000000,1,80,01
0942070,47,04,000000,2,78,02
0942078,37,08,024500,2,41,01
0942078,37,06,100000,1,53,02
0942120,47,11,064000,1,59,01
0942122,47,12,031100,1,37,01
0942122,47,12,000000,2,42,02
0942122,47,02,,1,08,03
0942122,47,02,,1,05,03
0942122,47,09,000000,2,41,12
0942122,47,02,,2,09,13
0942126,47,09,000000,2,81,01
0942127,47,08,020000,1,60,01
0942127,47,04,000000,2,56,02
0942143,47,05,000000,2,71,01
0942143,47,11,040000,1,53,03
0942143,47,06,002000,1,17,08
0942186,37,12,018000,1,35,01
0942186,37,00,,1,00,03
0942186,37,09,015000,2,20,19
0942212,47,13,033000,1,33,01
0942212,47,13,000000,2,34,02
0942212,47,02,,1,09,03
0942212,47,02,,2,07,03
0942212,47,02,,1,05,03
0942246,37,13,025900,2,41,01
0942246,37,07,002100,1,17,03
0942246,37,02,,1,08,03
0942246,37,11,028000,1,39,19
0942256,37,09,019000,1,42,01
0942256,37,01,,1,04,03
0942256,37,05,002000,2,32,19
0942311,48,12,046400,1,29,01
0942311,47,13,029000,2,27,02
0942311,47,07,000000,2,71,09
0942324,47,14,102000,1,43,01
0942324,47,15,060000,2,44,02
0942324,47,03,,2,12,03
0942324,47,02,,1,10,03
0942358,47,04,000000,2,73,01
0942382,47,14,048000,1,44,01
0942382,47,13,000000,2,36,02
0942382,47,02,,1,06,03
0942382,47,01,,1,04,03
0942509,47,09,011400,1,19,01
0942509,56,11,011000,1,20,18
0942540,01,01,028000,1,32,01
0942540,01,03,000000,2,35,02
0942540,01,07,001400,1,20,06
0942540,01,06,005000,1,17,06
0942540,01,02,012000,2,52,07
0942540,01,02,011000,1,18,17
0942621,47,09,059000,1,53,01
0942621,47,09,021100,2,52,02
0942621,47,09,013500,1,22,03
0942621,47,07,001900,2,18,03
0942640,47,11,007000,1,21,23
0942645,37,13,022000,2,43,01
0942645,37,02,,1,09,03
0942661,37,09,022000,1,47,01
0942661,37,10,018000,2,42,19
0942663,37,09,003800,2,41,01
0942663,37,09,000000,2,20,03
0942663,37,05,000000,2,17,03
0942663,37,04,,1,13,03
0942663,37,00,,1,00,08
0942663,37,00,,2,00,08
0942682,47,09,000000,2,63,01
0942710,47,09,032300,1,45,01
0942710,47,13,054000,2,41,02
0942710,47,03,,1,13,03
0942710,47,02,,1,09,03
0942726,47,16,000000,1,59,01
0942726,47,14,053000,2,55,02
0942763,47,09,000000,1,60,01
0942763,47,09,000000,2,59,02
0942764,47,09,014000,2,43,01
0942764,47,07,007000,1,22,03
0942764,47,06,015000,1,43,19
0942806,47,09,000000,2,70,01
0942980,47,09,024000,1,53,01
0943078,37,09,000000,2,73,01
0943115,47,09,000000,2,65,23
0943120,47,13,045000,1,33,01
0943120,47,11,000000,2,22,02
0943290,47,13,029400,1,49,01
0943336,47,13,016300,2,40,01
0943336,47,09,003700,1,19,03
0943336,47,05,000000,2,15,03
0943347,47,09,035000,1,33,01
0943347,47,12,040000,2,36,19
0943362,47,11,000000,1,68,01
0943362,47,09,000000,2,71,02
0943376,47,10,013000,2,20,01
0943487,47,13,071000,1,59,01
0943487,47,10,035000,2,57,02
0943487,47,07,000000,2,18,04
0943503,47,14,156000,1,53,01
0943518,47,14,011500,1,60,01
0943518,66,14,060000,2,58,02
0943531,37,06,015000,2,36,01
0943531,37,05,008500,2,17,03
0943531,37,00,,1,02,08
0943606,47,09,013000,2,52,01
0943606,15,09,027000,1,32,03
0943606,15,13,000000,1,49,21
0943644,47,16,000000,1,67,01
0943644,47,14,100000,2,62,02
0943657,37,07,017000,2,47,01
0943657,37,06,000000,1,16,05
0943657,37,03,,1,11,08
0943657,37,02,,2,09,08
0943660,47,09,000000,1,88,01
0943660,47,13,016100,2,53,03
0943664,47,11,060000,1,62,01
0943703,47,09,025000,1,60,01
0943703,47,09,011000,2,31,05
0943712,47,06,000000,1,45,01
0943712,47,09,009600,2,38,02
0943764,01,14,046200,2,33,01
0943784,47,13,036000,1,38,01
0943784,47,13,000000,2,37,02
0943784,47,02,,1,05,03
0943784,47,02,,2,05,03
0943831,47,10,033300,1,33,01
0943831,47,11,020000,2,29,02
0943837,47,04,022000,1,51,01
0943837,47,09,015000,2,49,02
0943837,47,07,002000,1,17,03
0943837,47,07,003000,1,17,03
0943904,47,13,050000,1,45,01
0943904,47,13,031000,2,37,02
0943904,47,00,,2,01,03
0944051,47,13,067000,1,50,01
0944051,47,12,006000,2,44,02
0944051,47,10,000000,1,19,05
0944059,47,04,021000,1,61,01
0944059,47,06,000000,2,54,02
0944092,47,16,032500,1,59,01
0944092,47,16,032000,2,53,02
0944092,47,13,000000,2,23,03
0944092,47,11,000000,2,93,09
0944095,47,09,016000,1,31,01
0944095,47,11,022700,2,34,02
0944174,47,11,001400,2,20,23
0944190,11,11,000000,2,36,01
0944190,47,13,045000,1,31,02
0944235,47,09,009300,2,29,01
0944235,47,01,,1,04,03
0944255,37,09,019000,2,32,01
0944255,37,03,,2,12,03
0944313,47,11,014000,1,65,01
0944313,47,12,000000,2,61,02
0944333,47,04,000000,1,68,01
0944333,47,11,000000,2,68,02
0944344,37,11,000000,2,18,23
0944367,47,09,030000,1,62,01
0944367,47,10,063000,2,58,02
0944386,15,13,024900,1,33,01
0944386,48,13,003500,2,30,02
0944386,47,01,,1,08,05
0944444,47,13,013000,2,24,01
0944444,47,09,016000,2,22,19
0944481,47,11,001500,2,19,23
0944495,47,11,023900,2,38,01
0944519,37,01,000000,1,50,01
0944519,37,01,000000,2,75,02
0944527,47,09,025000,2,58,01
0944539,47,01,032000,2,43,01
0944539,68,06,002000,1,17,03
0944569,71,11,035000,1,46,01
0944569,71,09,019000,2,40,02
0944569,71,04,,2,14,03
0944569,71,01,,2,05,03
0944569,71,01,,1,03,03
0944569,71,09,010000,1,39,12
0944618,37,04,000000,1,70,01
0944618,37,07,000000,2,48,03
0944618,37,06,000000,1,32,08
0944618,37,09,020000,1,46,10
0944629,47,13,060000,2,38,01
0944730,47,16,038000,1,47,01
0944730,47,13,056000,2,41,02
0944730,47,00,,1,02,03
0944745,47,12,013900,1,62,01
0944745,47,09,016000,2,47,19
0944841,47,10,064000,1,50,01
0944870,47,16,048000,1,38,01
0944900,47,10,000000,2,67,23
0944916,47,08,000000,2,28,01
0944916,47,09,008200,1,28,02
0944916,47,02,,2,09,03
0945006,47,10,020000,1,52,01
0945006,47,07,000000,2,78,07
0945014,47,09,010000,1,24,01
0945024,69,13,038000,2,63,01
0945058,47,13,048000,1,38,01
0945058,59,10,024000,2,40,02
0945058,47,06,000000,2,17,05
0945082,47,13,120000,1,42,01
0945082,47,13,027000,2,37,02
0945082,47,05,000000,1,15,05
0945083,47,13,000000,2,79,22
0945152,20,14,050000,1,28,01
0945158,47,11,035000,2,24,01
0945158,47,13,035000,1,29,06
0945158,47,09,020000,1,20,18
0945213,47,05,000000,2,81,01
0945225,47,09,045000,1,34,01
0945225,47,09,017000,2,31,02
0945229,47,15,086000,1,37,01
0945229,47,09,017700,2,35,02
0945229,47,06,000000,1,16,03
0945229,47,02,,2,10,03
0945248,47,09,008000,1,70,01
0945248,47,09,000000,2,64,02
0945303,47,13,032200,1,37,01
0945303,47,09,000000,2,38,02
0945303,47,01,,1,04,03
0945303,47,00,,2,02,03
0945320,47,07,000000,2,78,01
0945345,47,09,039000,1,56,01
0945345,47,09,000000,2,53,02
0945394,11,09,025000,1,34,01
0945394,11,09,000000,2,33,02
0945394,11,02,,1,10,03
0945394,11,01,,1,06,03
0945394,11,01,,2,04,03
0945394,11,08,015000,1,21,17
0945423,47,13,127000,2,34,01
0945423,47,13,319000,1,53,02
0945436,47,07,000000,2,59,01
0945436,47,06,005900,1,63,02
0945441,47,11,010000,2,27,01
0945441,47,02,,1,06,03
0945441,47,02,,1,03,03
0945460,47,12,016500,2,57,01
0945460,47,03,000000,1,65,02
0945561,47,09,000000,1,66,01
0945561,47,06,011700,2,62,02
0945616,47,05,026000,1,34,01
0945616,47,09,014000,2,22,18
0945616,47,05,016600,1,21,18
0945631,47,09,031000,1,43,01
0945631,47,05,008000,2,37,02
0945631,47,05,000000,2,17,03
0945631,47,04,000000,2,15,04
0945631,47,09,014000,1,21,05
0945631,47,11,006000,2,19,05
0945631,47,06,000000,2,16,20
0945631,47,02,,2,11,20
0945631,47,00,,1,01,20
0945652,47,11,000000,2,45,01
0945652,47,11,030000,1,39,02
0945652,47,04,,2,12,03
0945665,47,07,000000,2,67,01
0945693,47,16,143000,1,59,01
0945693,47,13,000000,2,60,02
0945696,47,10,000000,1,74,01
0945696,47,11,000000,2,69,02
0945700,47,14,069000,2,51,01
0945700,47,14,139000,1,53,02
0945700,47,06,000000,1,17,03
0945723,37,12,028000,2,43,01
0945723,37,09,025400,1,25,03
0945723,37,04,,1,14,03
0945723,37,03,,1,12,03
0945723,37,02,,2,07,03
0945844,47,12,070000,1,52,01
0945965,47,13,000000,1,47,01
0945965,47,13,003300,2,47,02
0945965,47,04,,1,14,03
0945965,47,04,,1,13,03
0945990,01,09,004700,1,18,23
0945994,47,13,078000,1,51,01
0945994,47,13,000000,2,51,02
0945994,47,04,,2,14,03
0946068,47,05,034000,2,44,01
0946068,47,06,001500,1,18,03
0946068,47,04,000000,2,15,03
0946126,47,13,000000,1,53,01
0946126,47,12,000000,2,52,02
0946152,37,08,028000,1,48,01
0946152,37,09,027000,2,39,02
0946172,47,09,018300,2,45,01
0946223,47,09,000000,1,62,01
0946223,47,01,000000,2,57,02
0946223,47,09,000000,2,78,07
0946273,37,10,006200,2,19,23
0946287,47,09,062000,1,40,01
0946287,47,12,015600,1,40,19
0946342,47,11,049700,1,53,01
0946342,47,05,000000,2,57,02
0946434,37,07,000000,2,72,01
0946484,47,09,019500,1,30,01
0946484,47,09,018500,2,28,02
0946566,47,11,042000,1,29,01
0946569,37,08,000000,1,48,01
0946626,47,09,075000,1,38,01
0946626,47,13,150000,2,37,02
0946626,47,02,,1,06,03
0946650,47,06,038800,1,53,01
0946650,47,11,000000,2,52,02
0946650,47,11,025000,2,31,03
0946712,37,07,022900,1,19,22
0946752,37,09,017800,2,49,01
0946752,37,09,002300,2,25,03
0946803,47,14,021000,1,59,01
0946806,47,12,006800,2,28,01
0946806,68,10,000900,2,24,18
0946837,47,12,000000,2,59,01
0946837,47,09,000000,1,60,16
0946881,37,04,000000,2,71,01
0946881,37,09,000000,2,23,08
0946881,37,01,,1,05,08
0946906,47,13,017400,2,36,01
0946914,37,09,000000,2,33,01
0946914,37,04,,2,14,03
0946914,37,02,,1,08,03
0946914,37,02,,1,07,03
0946914,37,00,,1,02,03
0946925,47,04,000000,2,93,01
0946950,37,11,000000,2,42,01
0946950,37,05,000000,2,15,03
0946950,37,02,,1,09,03
0946960,47,09,000000,1,42,01
0946960,47,11,069000,2,37,02
0946960,47,04,000000,1,21,05
0946960,47,04,000000,2,19,05
0946981,47,11,028000,1,42,01
0946981,47,08,001300,1,19,03
0946990,47,11,038000,1,40,01
0946990,47,09,038000,1,38,18
0947071,47,12,029000,2,37,01
0947071,47,11,031000,2,40,06
0947099,37,06,000000,1,76,01
0947099,37,09,000000,2,68,02
0947121,47,09,025000,1,49,01
0947121,47,09,020000,2,48,02
0947121,47,07,005000,1,18,03
0947127,47,08,033400,1,42,01
0947127,47,11,018000,2,39,02
0947127,47,06,002000,1,16,03
0947127,47,04,,2,14,03
0947161,47,13,000000,2,60,01
0947161,47,13,000000,1,63,02
0947173,47,13,050000,1,50,01
0947173,47,13,021200,2,47,02
0947173,47,10,006700,1,20,03
0947209,47,07,001300,2,20,01
0947209,37,00,,2,02,03
0947209,37,00,,2,00,03
0947210,47,04,021000,1,62,01
0947210,47,09,002000,2,55,02
0947210,47,09,015000,2,21,03
0947210,47,05,000000,1,60,12
0947227,47,09,028400,1,54,01
0947227,47,04,000000,2,51,02
0947227,47,11,004300,1,25,03
0947238,47,04,000000,1,77,01
0947244,47,10,000000,2,53,01
0947244,47,04,,1,13,08
0947297,47,11,050000,1,45,01
0947297,47,11,005000,2,33,02
0947315,47,16,108000,1,54,01
0947315,47,13,049800,2,31,19
0947332,37,11,023000,2,31,01
0947332,37,02,,2,09,03
0947332,37,02,,1,06,03
0947385,47,07,045000,2,49,01
0947385,47,09,030000,1,30,03
0947385,47,02,,2,07,08
0947513,47,11,018000,2,25,01
0947513,47,07,019000,1,19,02
0947526,37,09,012000,2,22,01
0947526,37,01,,2,03,03
0947560,47,09,002100,2,46,01
0947560,47,09,036000,1,46,02
0947560,47,04,000000,1,15,03
0947560,47,03,,1,13,03
0947560,47,02,,1,08,03
0947591,47,09,030000,1,50,01
0947591,47,11,030000,2,41,18
0947593,47,01,016700,1,49,23
0947601,47,01,000000,1,82,22
0947613,47,14,150000,1,52,01
0947613,47,11,000000,2,53,18
0947615,47,14,007300,1,79,01
0947615,47,09,000000,2,78,02
0947621,47,13,000000,2,43,01
0947690,47,09,017100,2,32,01
0947690,47,09,060000,1,37,02
0947693,47,09,026000,1,37,01
0947693,47,09,015600,2,33,02
0947693,47,01,,2,11,03
0947693,47,03,,1,11,03
0947693,47,02,,1,08,03
0947720,01,01,016000,1,63,01
0947720,01,03,016000,1,39,03
0947720,01,01,016000,1,36,03
0947720,01,03,016000,1,26,03
0947720,01,09,014000,2,22,03
0947720,01,09,014400,2,20,03
0947720,01,04,,2,13,03
0947727,47,12,033300,2,53,01
0947774,47,13,083000,1,50,01
0947774,47,13,020600,2,50,02
0947831,47,10,000000,2,67,01
0947855,47,13,060000,1,33,01
0947855,47,13,000300,2,32,02
0947855,47,02,,2,05,03
0947855,47,00,,2,02,03
0947883,47,12,008500,2,55,01
0947890,47,10,012100,2,38,01
0947890,47,02,,2,09,03
0947890,47,02,,1,07,03
0947921,47,12,026000,1,39,01
0947921,15,09,025300,2,35,02
0947921,59,02,,2,06,03
0947921,15,04,,1,14,05
0947921,47,03,,2,12,05
0947921,15,04,000000,2,68,09
0947936,47,13,028000,2,31,01
0947936,47,09,018400,1,30,02
0948029,47,14,000000,1,56,01
0948029,47,14,125000,2,45,02
0948029,47,02,,1,10,03
0948029,47,02,,2,08,03
0948029,15,10,020300,2,43,21
0948029,15,09,000000,2,41,21
0948043,47,09,021000,2,30,01
0948043,47,01,,2,07,03
0948043,47,01,,1,04,03
0948105,47,14,000000,1,71,01
0948105,47,14,000000,2,67,02
0948157,47,13,024500,2,23,01
0948218,47,13,319000,1,34,01
0948218,47,13,038000,2,35,02
0948218,47,00,,2,01,03
0948256,07,13,000000,2,24,01
0948256,47,13,025000,2,26,18
0948256,47,13,000000,2,24,21
0948269,48,11,012000,1,24,23
0948312,47,10,036000,2,40,01
0948312,47,09,002000,2,19,03
0948312,47,06,002000,1,16,03
0948320,47,09,035000,1,53,01
