serial_no,race,education,income,gender,age,relationship
0011669,47,09,004800,1,18,23
0011712,37,11,036000,2,39,01
0011712,37,01,,1,08,03
0011779,01,03,038000,1,34,22
0011780,47,09,012000,1,43,01
0011780,47,06,004000,1,18,03
0011808,37,11,025000,1,61,01
0011808,37,13,045000,2,49,02
0011878,47,04,000000,2,71,01
0011912,37,09,006400,2,54,01
0011912,37,09,004900,1,27,03
0011925,37,11,000000,1,76,01
0011936,47,11,000000,1,51,01
0011936,47,06,000000,2,47,02
0011936,47,01,,2,10,20
0011970,47,09,021000,1,23,01
0011970,47,09,000000,1,29,21
0011998,47,09,017100,1,59,01
0011998,47,10,060000,2,53,02
0012065,47,09,021000,1,60,01
0012065,47,09,027700,2,59,02
0012073,37,04,000000,1,80,01
0012073,37,09,000000,2,73,02
0012102,37,07,032200,1,21,01
0012102,37,06,004600,2,23,02
0012102,37,00,,2,01,03
0012102,37,02,,1,07,05
0012105,37,09,000000,1,42,01
0012105,37,08,026000,1,35,21
0012122,47,10,037000,1,35,01
0012122,47,13,033000,2,28,02
0012122,47,02,,2,04,03
0012200,10,11,017000,1,46,01
0012200,10,04,019000,2,42,02
0012200,10,11,008000,2,22,03
0012200,10,06,018000,1,20,03
0012200,10,06,001700,1,17,03
0012200,10,03,,2,11,03
0012214,47,10,000000,1,62,01
0012218,37,04,,1,13,22
0012230,47,13,032300,2,25,01
0012230,47,13,003000,2,22,18
0012270,47,14,027000,2,41,01
0012270,47,13,030000,1,45,02
0012270,47,05,000000,2,16,03
0012276,47,09,007500,2,61,01
0012304,47,14,004500,2,56,01
0012330,47,12,022000,2,34,01
0012330,47,02,,1,06,03
0012330,47,09,008000,2,35,19
0012370,47,16,020000,1,31,01
0012370,47,15,000000,2,31,02
0012379,47,09,000000,1,67,01
0012379,47,09,000000,2,73,02
0012445,47,03,000000,1,72,01
0012445,47,03,000000,2,76,02
0012450,37,05,000000,1,67,22
0012481,47,10,025000,1,27,01
0012481,11,13,000000,2,28,02
0012635,47,09,022000,2,51,01
0012669,62,10,007000,2,18,23
0012671,15,09,009600,1,23,23
0012755,47,13,033000,1,24,01
0012828,37,09,042200,2,52,01
0012828,37,09,028000,1,56,02
0012939,47,11,052000,1,44,01
0012939,47,10,041000,2,46,02
0012939,47,03,,1,13,03
0012988,37,11,037000,2,38,01
0012988,37,07,001500,2,17,03
0012991,37,05,012000,1,49,23
0013050,47,11,006000,2,47,01
0013050,47,07,001100,1,18,03
0013050,47,04,000000,2,15,03
0013145,47,10,000000,1,44,01
0013145,47,13,060000,2,41,02
0013297,37,13,010000,1,28,01
0013297,37,14,035300,2,26,02
0013374,47,09,024000,1,62,01
0013374,47,15,036000,2,60,02
0013374,47,11,030000,1,34,03
0013374,47,09,009000,1,29,03
0013425,47,06,000000,2,73,01
0013426,37,13,034500,2,54,01
0013441,47,14,076000,1,38,01
0013448,47,13,319000,1,36,01
0013448,47,13,150000,2,36,02
0013448,47,01,,2,06,03
0013448,47,01,,1,03,03
0013448,47,00,,2,01,03
0013451,47,13,039200,1,34,01
0013451,47,13,045700,2,29,02
0013451,47,02,,1,05,03
0013587,47,07,003600,1,75,01
0013587,47,06,006300,2,76,21
0013638,37,09,000000,2,31,01
0013638,37,02,,1,10,03
0013638,37,02,,1,07,03
0013685,47,08,016300,1,43,01
0013685,47,12,031000,2,45,02
0013685,47,09,004000,2,20,03
0013685,47,06,000000,2,18,03
0013685,47,05,000800,2,16,03
0013703,47,10,029200,2,49,01
0013713,47,09,012000,1,35,01
0013713,47,09,015600,2,38,02
0013713,47,00,,1,01,03
0013763,47,03,011000,2,62,01
0013763,47,03,010300,1,42,03
0013767,47,11,000000,1,52,01
0013778,37,09,024000,2,34,01
0013778,37,03,,1,12,03
0013778,37,06,018000,1,20,13
0013868,47,12,020000,2,24,01
0013868,47,11,027700,1,27,19
0013871,47,05,004200,1,49,01
0013871,47,09,005000,2,44,02
0013871,47,05,000000,1,15,03
0013946,47,10,027000,2,47,01
0013949,47,11,017900,2,32,01
0013949,47,11,030000,1,34,02
0013949,47,04,,2,13,03
0013949,47,02,,1,07,03
0013992,47,09,000000,2,63,01
0014082,47,12,050000,1,30,01
0014082,47,13,058000,2,28,02
0014089,47,11,024000,1,45,01
0014129,47,09,015000,1,58,01
0014129,47,10,029000,2,58,02
0014129,47,11,005100,2,19,03
0014170,37,06,012700,2,30,01
0014170,37,04,,2,12,03
0014170,37,03,,1,11,03
0014202,47,14,130000,2,53,01
0014202,47,08,010000,1,53,19
0014274,47,09,025900,1,33,01
0014274,47,10,000000,2,29,02
0014274,47,00,,1,02,03
0014274,47,02,,1,08,05
0014278,37,01,047000,1,60,01
0014308,47,10,021400,1,43,01
0014308,47,09,041000,2,38,02
0014308,47,06,007000,2,18,05
0014370,47,13,020000,1,28,01
0014370,47,13,036000,2,27,19
0014448,47,09,043000,1,35,01
0014448,47,09,004700,2,32,02
0014448,47,02,,2,09,03
0014448,47,01,,1,06,03
0014496,56,10,020000,2,23,01
0014496,47,11,036000,1,31,21
0014512,47,11,000000,2,55,01
0014512,47,04,025000,1,42,19
0014512,47,04,,2,13,21
0014585,47,09,000000,1,83,23
0014588,47,13,016000,1,41,01
0014645,47,16,085000,2,45,01
0014657,47,09,041000,1,41,01
0014657,47,09,018000,1,32,19
0014686,47,09,000000,1,59,01
0014686,47,09,000000,2,58,02
0014693,37,09,016000,2,49,01
0014693,37,07,000000,1,20,03
0014693,37,04,020000,1,52,17
0014719,47,15,029500,2,27,01
0014719,37,09,014000,1,34,02
0014796,37,12,006500,2,20,01
0014796,37,01,,1,03,03
0014817,47,14,065000,2,32,01
0014956,47,13,050000,1,53,01
0014956,47,14,035000,2,50,02
0014956,47,11,001000,1,21,03
0014956,47,07,000000,2,17,03
0014976,47,09,040000,1,48,22
0014995,11,13,062000,1,40,01
0014995,11,12,000000,2,40,02
0014995,11,04,,2,12,03
0014995,11,02,,2,09,03
0015007,48,09,024000,1,29,01
0015007,47,09,013000,2,31,02
0015007,01,01,,2,07,03
0015064,47,14,071000,1,46,01
0015064,71,13,000000,2,42,02
0015064,47,10,005000,1,19,03
0015078,47,10,006100,2,19,23
0015084,47,13,081000,1,30,01
0015084,47,13,116000,2,36,02
0015111,37,12,058000,1,42,01
0015111,37,11,024000,2,41,02
0015111,37,07,002400,1,19,03
0015111,37,07,003800,1,17,03
0015111,37,02,,1,08,03
0015165,47,06,000000,1,75,01
0015253,37,09,005000,1,37,01
0015253,37,12,020000,2,37,02
0015253,37,04,,2,13,03
0015253,37,03,,2,10,03
0015298,47,14,000000,1,59,01
0015298,47,14,023400,2,39,02
0015350,47,09,000000,2,76,01
0015358,38,10,010000,2,34,01
0015358,38,04,,1,13,03
0015358,38,03,,2,10,03
0015358,38,02,,2,09,03
0015358,38,02,,2,03,03
0015384,11,12,000000,1,52,01
0015384,11,12,004600,2,51,02
0015384,11,09,001300,2,23,03
0015394,47,13,086000,1,48,01
0015394,47,11,000000,2,46,02
0015394,47,09,000000,2,18,03
0015395,47,12,020000,2,26,01
0015395,47,12,060000,1,29,02
0015395,47,00,,2,00,03
0015405,47,10,000000,2,60,01
0015425,47,11,026100,1,45,01
0015425,47,13,010200,2,39,02
0015425,47,05,000000,1,16,03
0015425,47,04,,1,13,03
0015443,47,13,000000,1,85,01
0015443,47,09,000000,2,75,02
0015445,10,13,000000,1,59,01
0015445,10,14,000000,1,39,03
0015445,10,01,000000,1,80,07
0015445,10,09,000000,2,19,08
0015460,47,13,055000,1,53,01
0015460,47,13,004200,2,52,02
0015460,47,11,019200,1,26,03
0015480,47,11,009500,1,61,01
0015480,47,10,017300,2,58,02
0015502,47,11,047000,1,30,01
0015502,47,12,000120,2,27,02
0015502,47,02,,1,10,03
0015502,47,02,,2,06,03
0015502,47,01,,1,03,03
0015502,47,00,,1,02,03
0015621,47,13,065000,1,46,01
0015621,47,13,054000,2,46,02
0015659,01,10,026000,1,50,01
0015659,47,10,026500,2,44,02
0015687,37,13,065000,1,43,01
0015801,47,11,000000,1,20,01
0015801,47,11,000000,1,21,18
0015801,47,11,000000,1,21,18
0015937,37,09,031000,2,38,01
0015937,37,10,000000,2,19,03
0015937,37,01,,2,05,03
0016013,47,07,022000,1,33,01
0016038,37,13,040000,1,34,01
0016038,37,15,014800,2,31,02
0016038,37,00,,1,02,03
0016038,37,00,,1,00,03
0016038,37,14,021700,2,30,17
0016090,47,09,030000,1,56,01
0016090,47,06,020000,2,54,19
0016115,47,09,023000,1,25,01
0016190,47,13,000000,2,75,22
0016207,47,15,115000,1,56,01
0016207,47,12,000000,2,57,02
0016233,47,09,000000,2,63,01
0016248,47,08,000000,1,25,01
0016248,47,08,020000,2,23,02
0016248,47,01,,1,03,03
0016461,47,11,039500,1,35,01
0016473,48,11,052000,2,53,01
0016473,47,04,000000,1,15,03
0016487,47,14,092000,1,57,01
0016487,47,11,025400,2,51,02
0016526,49,08,012200,1,42,01
0016526,01,05,010600,2,40,02
0016526,01,07,002400,1,19,03
0016526,49,07,000000,1,18,03
0016526,01,05,000000,1,16,03
0016535,47,09,035000,1,31,01
0016535,47,09,002400,2,29,02
0016535,47,01,,2,04,03
0016535,47,00,,2,00,03
0016535,47,09,039100,1,25,06
0016542,47,13,042000,1,33,01
0016547,47,10,027500,1,22,01
0016547,47,09,016300,1,21,18
0016559,47,16,125000,1,43,01
0016559,47,13,032500,2,34,02
0016622,37,07,000000,1,36,22
0016652,47,11,029200,2,55,01
0016663,37,11,020000,1,30,01
0016663,37,08,015400,2,26,02
0016663,37,01,,2,03,03
0016663,37,00,,1,02,03
0016663,37,02,,1,07,05
0016783,47,11,001000,2,19,23
0016794,47,12,093000,2,43,01
0016794,47,11,027400,1,53,02
0016794,47,09,012000,2,19,03
0016794,47,14,000000,2,68,07
0016795,47,09,050000,1,36,01
0016795,47,10,030500,2,38,02
0016795,47,02,,1,08,03
0016795,47,01,,1,06,03
0016816,47,09,008000,1,66,01
0016816,47,05,000000,2,74,02
0016932,37,11,063000,1,52,01
0016932,37,09,019000,2,38,02
0016932,37,06,002700,1,17,03
0016932,37,06,002500,1,16,03
0016932,37,04,,2,14,03
0016939,47,09,027200,1,54,01
0016939,47,04,018500,2,52,02
0016973,37,11,021000,2,53,01
0016973,37,09,021400,2,46,06
0016986,47,09,000000,1,56,01
0016986,47,08,000000,2,53,02
0017009,37,04,000000,1,88,22
0017010,47,10,052000,1,58,01
0017010,47,10,044000,2,58,02
0017010,47,09,000000,2,77,15
0017022,47,09,060000,2,48,01
0017063,20,07,030000,1,30,01
0017063,20,13,024000,1,46,21
0017063,20,08,012000,1,27,21
0017063,20,03,004700,2,21,21
0017063,20,04,000000,2,18,21
0017086,47,15,047000,1,32,01
0017086,47,09,000000,2,29,02
0017086,47,02,,1,10,03
0017086,47,01,,2,06,03
0017091,47,14,150000,1,57,01
0017161,47,04,000000,2,65,01
0017161,47,13,025800,2,51,03
0017169,47,03,025600,1,50,01
0017169,47,11,001500,2,39,02
0017169,47,03,,2,12,03
0017169,47,02,,1,11,03
0017169,47,02,,2,09,03
0017169,47,02,,1,06,03
0017229,47,09,000000,1,29,01
0017229,47,11,000990,2,27,02
0017229,47,00,,1,01,03
0017290,47,09,026000,1,52,01
0017290,47,09,026000,2,51,02
0017299,47,09,025100,1,38,01
0017299,47,10,034900,2,36,02
0017299,47,02,,2,11,03
0017299,47,02,,1,09,03
0017375,47,13,054000,1,49,01
0017375,47,13,036000,2,47,02
0017375,47,06,000000,2,16,03
0017486,47,04,016000,1,29,01
0017486,47,09,005000,2,21,02
0017486,47,00,,2,00,03
0017616,47,13,047000,2,29,01
0017625,04,11,037000,1,51,01
0017625,04,09,000000,2,29,02
0017625,04,02,,1,09,03
0017625,04,02,,2,05,03
0017625,04,01,,1,04,03
0017625,04,00,,2,00,03
0017734,66,13,060000,1,43,01
0017734,47,13,014000,2,45,02
0017734,47,04,,2,14,03
0017734,47,02,,2,11,03
0017825,47,11,045000,1,42,01
0017825,47,13,045000,2,40,02
0017825,47,04,,1,14,03
0017825,47,02,,2,09,03
0017869,47,12,030000,2,48,01
0017944,47,09,038200,1,58,01
0017944,47,09,019500,2,54,02
0017944,47,07,000000,2,18,03
0017951,70,11,001000,2,37,01
0017951,46,07,024000,1,41,02
0017951,70,02,,1,08,03
0017981,47,07,028800,1,43,01
0017981,47,05,000000,2,40,02
0017981,47,03,,2,12,03
0017988,34,09,000000,1,22,23
0018056,37,06,000000,2,88,01
0018057,48,08,033400,1,27,01
0018125,47,13,050000,2,26,01
0018125,47,13,000000,1,29,02
0018127,47,11,042200,1,41,01
0018127,47,11,016400,2,43,02
0018127,47,05,000000,2,15,03
0018127,47,04,,1,14,05
0018132,47,09,000000,1,54,01
0018132,47,11,000000,2,50,02
0018132,47,04,000000,1,15,03
0018152,47,13,000000,1,75,01
0018152,47,12,000000,2,72,02
0018172,47,13,115000,1,52,01
0018172,47,12,072000,2,53,02
0018223,47,13,117000,1,71,01
0018223,47,12,002400,2,65,02
0018284,47,03,000000,2,82,22
0018288,47,03,016000,2,46,01
0018288,47,09,000000,1,22,03
0018288,47,04,000000,1,21,03
0018288,47,03,000000,2,44,06
0018296,37,11,016400,1,48,01
0018296,37,13,020000,2,45,02
0018296,37,09,009000,2,23,03
0018296,37,11,007000,1,19,03
0018296,37,00,,2,02,08
0018296,37,00,,1,01,08
0018316,47,11,000900,2,23,01
0018398,20,14,000000,1,27,01
0018398,20,14,000000,2,26,02
0018414,47,13,000120,1,85,01
0018414,47,09,000000,2,70,02
0018464,47,09,012100,2,50,01
0018468,47,09,001300,2,30,01
0018468,47,02,,1,08,03
0018468,47,01,,1,04,03
0018510,37,10,000000,1,33,01
0018510,37,09,000000,2,38,02
0018510,37,04,,2,13,03
0018510,37,01,,2,03,03
0018535,01,10,028800,2,27,01
0018535,01,00,,1,01,03
0018535,01,09,036000,1,38,21
0018616,37,09,000000,1,70,01
0018616,37,12,009000,2,51,13
0018616,37,06,000000,2,18,13
0018616,37,00,,2,01,13
0018629,37,14,003200,2,53,01
0018644,47,05,017000,1,41,01
0018644,47,06,072000,2,39,02
0018644,47,05,013000,1,17,03
0018644,47,02,,2,08,03
0018655,47,13,065000,1,38,01
0018655,47,13,040100,2,37,02
0018655,47,02,,1,08,03
0018655,47,00,,1,01,03
0018691,37,04,000000,2,71,01
0018691,37,03,,2,12,08
0018691,37,11,000000,1,26,13
0018757,71,13,042600,2,28,01
0018757,71,13,025000,2,27,18
0018772,47,09,000900,2,37,01
0018772,37,10,000000,1,39,02
0018783,37,06,011000,2,37,01
0018783,37,07,002000,2,17,03
0018783,37,04,,2,14,03
0018783,37,03,,1,13,03
0018789,47,14,000000,1,74,01
0018789,47,14,000000,2,71,02
0018803,47,14,030600,2,40,01
0018803,47,13,058000,1,45,02
0018803,47,06,000000,1,17,03
0018803,47,04,,2,14,03
0018803,47,02,,1,10,03
0018848,38,09,025000,1,37,01
0018852,47,09,027000,1,39,01
0018852,47,09,008000,2,40,02
0018852,47,04,,2,14,03
0018852,47,02,000000,1,75,07
0018925,47,13,000000,1,79,01
0018925,47,13,004700,2,63,02
0019021,47,15,095000,1,45,01
0019021,47,15,090000,2,40,02
0019021,47,03,,2,11,03
0019021,47,02,,2,08,03
0019021,47,02,,1,05,03
0019030,47,14,040000,1,55,01
0019030,47,11,000500,2,54,02
0019058,47,12,011500,2,37,01
0019058,68,02,,1,10,03
0019058,68,02,,2,08,03
0019102,47,11,036000,1,37,01
0019102,47,11,029000,2,29,02
0019102,47,04,000000,1,15,03
0019162,47,06,000000,1,64,01
0019162,47,10,000000,2,52,02
0019187,47,12,031000,1,23,01
0019187,47,09,010000,2,24,02
0019187,47,00,,1,02,05
0019199,47,10,023000,1,24,01
0019199,47,11,018000,2,21,02
0019199,47,02,,2,04,03
0019199,47,00,,1,00,03
0019222,37,04,000000,1,69,01
0019222,37,09,000000,2,76,02
0019222,37,09,001400,1,93,07
0019236,47,09,000000,1,53,01
0019236,47,06,000000,2,51,21
0019324,47,14,145000,1,41,01
0019324,47,14,000000,2,36,02
0019324,47,02,,2,10,03
0019324,47,02,,1,07,03
0019400,20,13,015700,1,26,01
0019400,20,13,006000,2,22,18
0019415,47,09,026600,1,27,01
0019415,47,11,000000,2,23,02
0019415,47,02,,1,05,03
0019415,47,00,,1,00,03
0019481,47,09,012000,1,20,23
0019499,47,08,000000,1,29,22
0019508,47,16,084000,1,81,01
0019508,47,10,000000,2,70,02
0019554,47,04,000000,2,49,01
0019554,47,05,000000,1,16,03
0019554,47,02,,2,11,03
0019700,11,13,023000,2,24,01
0019729,47,11,000000,1,54,01
0019748,47,10,110000,2,52,01
0019853,37,09,024200,1,61,01
0019853,37,04,000000,1,63,06
0019875,32,09,050000,1,38,01
0019875,32,09,000000,2,36,02
0019875,32,05,,1,14,03
0019875,32,03,,1,12,03
0019933,37,09,000000,2,83,01
0019960,37,13,006000,1,49,01
0019960,37,12,060000,2,54,02
0019960,37,09,006000,1,31,05
0019979,47,09,000000,1,63,01
0019979,47,06,000000,2,56,02
0020018,47,04,000000,2,64,01
0020032,47,14,319000,1,49,01
0020032,47,13,006000,2,49,02
0020032,47,05,000000,1,16,03
0020071,47,09,022500,1,35,01
0020071,47,13,055000,2,35,02
0020071,47,01,,2,05,03
0020071,47,12,032300,2,28,21
0020114,37,09,032000,2,44,01
0020114,37,01,,1,06,03
0020114,37,01,,2,05,03
0020114,37,09,020000,2,35,06
0020115,47,09,008000,1,28,01
0020115,47,09,012000,2,35,19
0020120,47,09,045000,1,32,01
0020120,47,11,018000,1,32,17
0020121,47,14,061000,1,41,01
0020121,47,14,004800,2,41,02
0020121,47,03,,1,12,03
0020121,47,02,,1,09,03
0020161,47,07,043000,1,56,01
0020161,47,04,001400,2,48,02
0020175,47,12,060000,1,62,01
0020188,47,09,014000,1,44,01
0020188,47,10,000000,2,32,21
0020296,47,06,019000,2,55,01
0020296,47,11,027200,1,54,02
0020296,47,09,015600,2,29,03
0020296,47,03,,1,12,03
0020296,47,03,,2,10,08
0020296,47,03,,2,10,08
0020296,47,00,,1,01,08
0020296,47,10,000000,1,36,10
0020307,47,10,041000,2,57,01
0020341,47,15,319000,1,40,01
0020341,47,14,000130,2,36,02
0020341,47,02,,1,08,03
0020341,47,02,,1,05,03
0020367,47,09,000000,1,69,01
0020367,47,09,000000,2,65,02
0020392,47,11,040000,1,60,01
0020392,47,09,000000,2,55,02
0020392,47,10,104000,1,24,03
0020530,37,06,000000,1,49,01
0020538,47,14,041100,1,56,01
0020538,47,11,000000,2,53,02
0020555,71,15,060000,1,41,01
0020555,71,13,000000,2,42,02
0020555,71,02,,1,11,03
0020555,71,01,,1,04,03
0020555,71,11,070000,1,32,12
0020602,47,11,030000,2,25,01
0020602,47,11,050000,1,25,02
0020602,47,01,,2,03,03
0020621,47,11,010000,1,68,01
0020621,47,09,013000,2,68,02
0020650,37,09,007000,2,41,01
0020650,37,04,000000,2,15,03
0020746,47,09,035000,2,39,01
0020807,47,12,001500,1,49,01
0020817,47,12,005900,1,27,01
0020817,47,07,007200,2,24,18
0020913,37,07,000000,1,57,01
0020913,37,09,000000,2,39,02
0020913,37,09,007000,2,35,21
0020933,28,15,042000,1,32,01
0020933,20,15,040000,2,28,19
0020961,11,15,042000,1,41,01
0020961,11,15,006400,2,35,02
0020961,11,00,,2,02,03
0020961,11,00,,2,01,03
0020964,47,12,033300,1,53,01
0020964,47,14,029200,2,53,02
0020974,47,14,012500,2,30,01
0020974,47,14,001000,1,36,02
0021000,47,13,000000,1,76,01
0021000,47,13,007400,2,45,03
0021046,37,09,028000,1,38,01
0021046,37,09,026000,2,48,02
0021046,37,09,012000,1,30,05
0021046,37,10,004500,2,21,05
0021046,37,00,,1,00,08
0021054,47,12,030000,1,54,01
0021054,47,12,013500,2,41,02
0021054,47,02,,1,08,03
0021054,47,01,000000,1,47,06
0021054,47,09,000000,2,68,11
0021070,47,12,010000,2,39,01
0021070,47,07,011800,1,17,03
0021070,47,04,,1,14,03
0021070,47,02,,1,08,03
0021107,37,04,022100,1,69,01
0021107,37,11,039000,2,52,02
0021123,47,13,048000,1,51,01
0021123,47,09,031000,2,46,02
0021124,47,04,000000,1,67,01
0021161,47,11,042200,1,30,01
0021161,47,15,034000,2,31,02
0021167,47,09,000000,2,65,01
0021253,47,09,000000,2,56,01
0021253,47,09,000000,1,35,03
0021273,47,13,038000,2,53,01
0021273,47,13,041400,1,57,02
0021273,47,13,007200,2,21,03
0021287,47,10,030000,1,29,01
0021321,37,09,033000,1,47,01
0021321,37,12,004500,2,53,02
0021410,20,12,028000,1,51,01
0021410,20,09,015400,2,52,02
0021418,47,04,319000,2,64,01
0021444,37,14,060000,2,41,01
0021444,37,11,035000,1,34,19
0021485,47,09,000000,1,75,01
0021530,47,09,000000,2,27,01
0021530,47,01,,1,05,03
0021530,47,01,,1,03,03
0021552,47,11,032300,1,32,01
0021552,47,10,000000,2,33,02
0021552,47,02,,2,06,03
0021552,47,01,,1,04,03
0021562,47,13,040000,1,33,01
0021562,47,13,015000,2,29,02
0021562,47,00,,2,00,03
0021577,47,09,017000,1,44,01
0021577,47,09,000000,2,37,02
0021577,47,02,,1,07,03
0021577,47,00,,2,01,03
0021585,47,06,000000,1,89,22
0021589,37,11,040000,2,56,01
0021589,37,05,000000,1,15,03
0021594,47,11,000000,1,44,01
0021594,47,05,,2,14,03
0021701,47,05,022000,1,28,01
0021701,47,04,017500,2,29,19
0021757,47,09,000000,2,59,01
0021757,47,07,000000,1,63,02
0021757,47,11,000000,2,52,18
0021791,47,13,035000,2,32,01
0021791,47,09,000000,1,26,02
0021840,47,14,050000,1,25,01
0021851,48,03,000000,2,19,01
0021851,48,03,018000,1,22,02
0021851,48,00,,2,00,03
0021867,15,11,000500,1,21,23
0022015,47,13,075000,2,33,01
0022015,47,11,003900,1,34,02
0022015,47,01,,2,03,03
0022082,28,10,000000,1,18,23
0022103,28,15,150000,1,52,01
0022103,47,09,000100,2,43,02
0022159,47,09,000000,2,49,01
0022315,47,13,094000,1,61,01
0022315,47,14,032900,2,58,02
0022345,01,10,026000,1,32,01
0022345,01,05,015600,2,29,02
0022345,01,01,,2,09,03
0022345,01,01,,1,05,03
0022361,47,11,043000,1,42,01
0022361,47,09,012000,2,40,02
0022361,47,09,008000,2,18,03
0022361,47,04,,1,14,03
0022361,47,07,004000,2,17,05
0022361,47,05,000000,2,15,05
0022361,47,02,,1,10,05
0022412,37,09,000000,1,22,23
0022420,47,13,008000,2,21,01
0022420,47,13,004000,2,23,18
0022465,37,09,010400,1,20,23
0022505,47,09,000000,1,70,01
0022505,47,08,000000,2,75,02
0022505,47,13,000000,1,32,03
0022534,37,08,000000,2,20,01
0022534,37,00,,1,02,03
0022534,37,06,000000,2,52,07
0022566,47,11,000000,2,81,01
0022566,47,12,026000,1,33,08
0022590,47,13,156000,2,62,01
0022590,47,05,002100,1,17,05
0022590,47,09,040000,2,48,19
0022675,47,10,073000,1,56,01
0022675,47,11,047000,2,51,02
0022678,47,07,020000,2,22,01
0022678,47,01,,2,05,03
0022678,47,00,,2,02,03
0022683,37,09,000000,2,27,01
0022683,37,01,,1,05,03
0022683,37,11,002000,1,22,21
0022688,47,09,000000,1,48,01
0022688,47,11,000000,2,46,02
0022688,47,07,006400,1,17,03
0022718,47,13,047000,2,53,01
0022766,47,10,083000,1,47,01
0022766,47,05,019000,2,47,02
0022797,47,09,028000,1,29,01
0022797,47,10,010000,2,28,02
0022797,47,02,,1,03,03
0022840,47,10,051000,2,33,01
0022846,37,11,051000,1,55,01
0022846,37,10,041700,2,48,02
0022923,47,10,000000,1,43,01
0022935,47,14,061000,2,29,01
0022935,47,13,052000,1,33,02
0022938,47,04,060000,1,41,01
0022954,47,03,006000,2,34,01
0022954,47,04,003000,1,18,03
0022954,47,02,,1,05,03
0022954,47,03,033700,1,31,17
0022955,47,09,018000,1,37,01
0022955,47,06,016000,2,37,19
0022955,47,06,000000,1,18,21
0023033,47,14,050000,1,33,01
0023033,47,12,000000,2,33,02
0023033,47,02,,2,08,03
0023033,47,02,,2,07,03
0023033,47,02,,1,05,03
0023033,47,01,,2,03,03
0023070,47,13,010000,2,23,01
0023079,47,11,012900,1,79,01
0023089,37,11,004000,2,22,23
0023146,47,11,003500,1,20,01
0023146,47,11,007000,1,22,18
0023146,47,07,003500,2,18,18
0023190,47,10,000000,2,68,01
0023227,47,13,083000,1,66,01
0023227,47,10,001200,2,51,02
0023364,47,11,015100,1,67,01
0023364,47,09,000000,2,64,02
0023380,47,08,022800,1,44,01
0023380,47,09,000000,2,50,02
0023411,37,11,019500,2,35,01
0023411,37,01,,2,10,03
0023411,37,11,033000,1,31,19
0023423,37,14,060000,2,55,01
0023446,37,04,000000,2,86,01
0023446,37,03,000000,2,74,06
0023446,37,04,000000,1,72,06
0023446,37,04,008000,2,16,13
0023561,01,07,020000,1,40,01
0023561,37,11,024500,2,32,02
0023577,47,13,082000,1,34,01
0023577,47,11,000000,2,33,02
0023577,47,02,,1,07,03
0023672,10,11,000000,2,20,23
0023680,47,14,024000,1,37,01
0023680,47,14,010000,2,40,02
0023680,47,02,,2,04,03
0023691,47,14,045000,1,42,01
0023691,47,13,020000,2,54,02
0023691,47,13,000000,2,23,03
0023691,47,03,,1,13,03
0023691,47,03,,1,10,03
0023691,47,14,117000,1,62,21
0023712,08,13,062000,1,46,01
0023712,08,13,024000,2,37,02
0023712,08,02,,1,07,03
0023712,07,01,,1,04,03
0023728,47,09,025000,1,43,01
0023728,47,11,000000,2,43,02
0023728,47,02,,2,07,03
0023728,47,02,,2,05,03
0023728,47,07,004900,2,18,05
0023735,47,14,000000,2,51,01
0023735,47,14,071000,1,55,02
0023735,47,07,001600,2,18,03
0023788,15,03,000000,2,67,01
0023788,15,13,028900,1,38,03
0023788,15,13,014000,1,36,03
0023822,47,13,032000,2,34,01
0023880,37,06,000000,2,80,01
